userName,score,at,content,clean,sentiment_score,sentiment,cluster,pca1,pca2
Muhammad Yusuf,1,2025-05-25 09:25:06,Status pengiriman sering tidak update dan aplikasinya kurang friendly user alias ribet,status kirim sering update aplikasi kurang friendly user alias ribet,0.4939,positive,2,0.007034211661799423,-0.08801988144942019
Simba Emeng,4,2025-05-25 09:08:01,"katanya setelah 1 kali transaksi, di transaksi berikutnya mendapatkan voucher belanja 250rb semalam aku co tak tunggu kok gak ada pesan masuk dari voucher , gimana ini",kata kali transaksi transaksi ikut dapat voucher belanja rb malam aku co tak tunggu kok gak pesan masuk voucher gimana,0.0,neutral,2,-0.005839336905469043,-0.08923016444704175
Eman Wilsen,5,2025-05-25 09:00:52,aktipin lagi apk mitra Tokopedia nya,aktipin apk mitra tokopedia nya,0.0,neutral,2,-0.02060251358762226,-0.09181035613925169
samudra nugraha,1,2025-05-25 08:12:17,"hati hati akun tokopedia saya diretas & keamanan tokopedia sangat buruk, akun saya email, nomer hp, dan pin tokopedia diganti oleh peretas tanpa adanya otp ke email maupun sms. parahnya lagi sudah saya email ke tokopedia care melampirkan ktp asli sesuai nama akun tidak ada jawaban sudah 3hari ini. tidak penting kah menurut tokopedia keamanan akun customer ? didalamnya terdapat data dengan ktp dan terhubung dengan gopay saya ? semua dikuras habis. hati hati !!",hati hati akun tokopedia retas aman tokopedia sangat buruk akun email nomer hp pin tokopedia ganti retas ada otp email maupun sms parah email tokopedia care lampir ktp asli sesuai nama akun ada jawab sudah hari tidak penting turut tokopedia aman akun customer dalam dapat data ktp hubung gopay semua kuras habis hati hati,0.4939,positive,2,-0.02132865880145659,-0.09803008286631266
ICB ICB,2,2025-05-25 07:49:34,"sejak dibeli tiktok banyak fitur jadi aneh, bahkan pencairan otomatis pun dari 2hari jadi 7hari",sejak beli tiktok banyak fitur jadi aneh bahkan cair otomatis dari hari jadi hari,0.0,neutral,2,-0.006768857768541803,-0.09572354722365536
Dijah Wanto,4,2025-05-25 07:47:16,cukup puas,cukup puas,0.0,neutral,2,-0.007163668404451864,-0.07700399824688653
ayub lesmana,5,2025-05-25 07:37:43,"ga usah download,klo ada komplen soal pesanan ga berpihak pd pembeli tapi pd penjual,pdhl rangking didpt dr pembeli bkn penjual...tuh gw ksh bintang 5,..ksh bintang 1,2,3,4 ga direspon...",ga usah downloadklo komplen soal pesan ga pihak pd beli pd penjualpdhl rangking didpt dr beli bkn penjualtuh gw ksh bintang ksh bintang ga direspon,0.0,neutral,2,-0.006568767390931923,-0.0815706693635438
Piepynz Rose,5,2025-05-25 07:33:24,kalo bisa min order gratis ongkir nya 10rb kak jangan 20rb,kalo min order gratis ongkir nya rb kak jangan rb,0.0516,positive,2,-0.002239689502637312,-0.08816348006297647
Dhani Kurniawan,5,2025-05-25 05:56:55,good,good,0.4404,positive,2,-0.005677687927378018,-0.0656891900577037
Hikmah Tailor,5,2025-05-25 05:54:48,bagus,bagus,0.0,neutral,2,0.7180334588095492,0.6107956927648337
Ely Rohimah,5,2025-05-25 05:36:23,"Tokped semogq lebih baik ,dalam melayani customer,toko nya juga lebih di perhatikan pengemasan lebih aman kurir sampai sekarang aman , sopan,ramah",tokped semogq lebih baik layan customertoko nya lebih perhati emas lebih aman kurir sekarang aman sopanramah,0.0,neutral,2,-0.0005397167726170841,-0.07702871083197885
Miguel Tia,5,2025-05-25 05:15:40,"terima kasih banyak Kaka udah banyak membantu saya , sehat dan sukses selalu",terima kasih banyak kaka udah banyak bantu sehat sukses selalu,0.0,neutral,2,0.0027921034058591547,-0.07933350689780017
y rachman,5,2025-05-25 04:48:17,sangat membantu sekali.. dalam keseharian,sangat bantu sekali hari,0.0,neutral,0,0.03681180981404455,-0.07980238924915202
Yozian Aronugroho,3,2025-05-25 04:29:44,cek barang kurang lengkap,cek barang kurang lengkap,0.0,neutral,2,-0.004724310969696013,-0.08440963946338567
Sarah Sadyla,1,2025-05-25 04:26:13,nyampah iklan slalu nongol di game klo skali dua kali ga masalah sering bngt,nyampah iklan slalu nongol game klo skali kali ga masalah sering bngt,0.0,neutral,2,-0.00422548839078707,-0.07790082081407636
Feryani Feyaniri,3,2025-05-25 04:25:42,update trs prsaan,update trs prsaan,0.0,neutral,2,0.0004828461803946486,-0.06840671743947165
franscanel id,5,2025-05-25 03:33:07,pokoknya ok,pokok,0.0,neutral,2,-0.005586945001130143,-0.06448680686123968
Chamim Harmain,5,2025-05-25 03:18:48,sangat memuaskan,sangat muas,0.0,neutral,2,0.03742877141024803,-0.06814831372213939
bayu suryasto,1,2025-05-25 02:44:57,tolol,tolol,0.0,neutral,2,-0.005242616305978652,-0.059982954561562
Yozoda,1,2025-05-25 02:04:30,"dear developer, pas mau login pake email pribadi saya tiba"" ada tulisan (DINONAKTIFKAN SECARA MANDIRI) padahal saya tidak pernah menonaktifkan akun, trus yang tekerna kendala itu cuman email saya, akunnya masih saya pake di hp satunya buat berbelanja, dan juga paylater saya tidakbisa digunakan kembali secara tiba"" saya juga tidak pernah sekalipun telat membayar tagihan. tolong dong solusinya developer",dear developer pas mau login pake email pribadi tiba tulis nonaktif mandiri padahal pernah nonaktif akun trus tekerna kendala cuman email akun pake hp satu buat belanja juga paylater tidakbisa guna cara tiba saya juga tidak pernah sekalipun telat bayar tagih dong solusi developer,0.3818,positive,2,-0.0007550605975368428,-0.0897432862204882
Muh Fikri,4,2025-05-25 01:22:38,🙏,,0.0,neutral,2,-0.004701091969578247,-0.05308889330794577
Yudho Abdi,1,2025-05-25 01:17:10,"Kenapa Fitur GoPay Later saya sudah tidak bisa digunakan. Masih ada limit banyak namun tidak bisa digunakan. Awalnya Gagal lalu di pilihan metode pembayaran, GoPay Later saya sudah hilang dan gak ada.",fitur gopay later sudah guna limit banyak tidak bisa guna awal gagal lalu pilih metode bayar gopay later sudah hilang gak ada,0.0,neutral,2,-0.0077885186817465415,-0.08945568848488814
Priyama Gareng,5,2025-05-25 00:51:57,Bagus memuaskan,bagus muas,0.0,neutral,2,0.4571941578846717,0.3514380423779636
Mikky baim Baim,1,2025-05-25 00:48:44,tokped..mkin ke sni..vocher mkin jrang/ pelit..smenjak gbung ma tem joged2(tiktok)mkin parah...gk tau dah hrus bilang ap.. tuk smentara ni enakan pke orange & biru..banyak promo2nya & vocher....,tokpedmkin snivocher mkin jrang pelitsmenjak gbung ma tem jogedtiktokmkin parahgk tau dah hrus bilang ap tuk smentara ni enak pke orange birubanyak promonya vocher,0.0,neutral,2,-0.0058661747155336,-0.06503282564886806
Rizky Sugiarto,1,2025-05-25 00:12:39,"Spin dapat voucer 250bu, tappi disuruh belanja itemm dulu satu. setelah belanja tidak ada satupun voucer yg di terima. PENIPUAN .",spin voucer bu tappi suruh belanja itemm dulu satu belanja ada satu voucer yg terima tipu,0.0,neutral,2,-0.005379185008565821,-0.08001746465498132
Kangrohim1988 Rohim,5,2025-05-25 00:06:07,mantul pokok ny,mantul pokok ny,0.0,neutral,2,-0.005586945681068339,-0.06448680691727736
Rahen,1,2025-05-24 23:58:07,ngga bisa beli liquid,ngga beli liquid,0.0,neutral,2,-0.006601282185180848,-0.07272953586905985
Firmansyah Djauo,5,2025-05-24 23:51:24,sangat puas pakai tokopedia,sangat puas pakai tokopedia,0.0,neutral,2,-0.023083797829520334,-0.1073443531330948
Wijna Widhayaka,2,2025-05-24 23:25:46,kenapa ongkirnya mahal sedangkan di tokoh sebelah meskipun ada ongkir jugaa dapet gratis ongkir tolong dong pihak adminya banyakin gratis ongkirnya kasihan untuk masyarakat yang dananya kehalang ongkirnya 🙏🙏🙏,ongkirnya mahal di tokoh belah meski ongkir jugaa dapet gratis ongkir dong pihak adminya banyakin gratis ongkirnya kasihan masyarakat dana halang ongkirnya,0.1027,positive,2,-0.00797738847942873,-0.09360764777659465
Nur Cahya (Cahyo),4,2025-05-24 23:20:29,barang harus datang sesuai ya,barang datang sesuai,0.0,neutral,2,-0.008121940214670303,-0.09774130444823557
Indra Maulana,1,2025-05-24 23:19:10,"6 TAHUN MAKE TOKPED SEKARANG MALAH MAKIN PELIT ONGKIR HADEUH otw pindah oren, Lebih lucu lagi fitur Ulasan malah di batasi kocak",tahun make tokped sekarang malah makin pelit ongkir hadeuh otw pindah oren lebih lucu fitur ulas malah batas kocak,0.0,neutral,2,-0.009480941767703954,-0.08777505155332528
Hafiz Rahanar,2,2025-05-24 23:04:04,untuk Tokopedia tolong lepaskan pengawasan pada akun google saya karena setiap saya ingin daftar melalui akun google selalu ada peringatan akun google anda dalam pengawasan,tokopedia lepas awas akun google karena saya daftar lalu akun google selalu ingat akun google dalam awas,0.0,neutral,2,-0.009970238351631288,-0.07569319180104285
Ai Nur,1,2025-05-24 23:02:25,"dulu padahal baguss bangett ini aplikasi nya tiap bulan ngasih voucher belanja untuk konsumen TAPI SEKARANG JELEK BANGET UDAH JARANG ADA VOUCHER SEKALI NYA MIN BELI NYA TINGGI POTONG ANYA KECIL, UDAH GAADA GRATIS ONGKIR PULA.. INI GIMANA SIH MAKIN KESINI BUKANYA MAKIN BAIK MALAH MAKIN JELEK",dulu padahal baguss bangett aplikasi nya tiap bulan ngasih voucher belanja konsumen sekarang jelek banget udah jarang voucher sekali nya min beli nya tinggi potong anya kecil udah gaada gratis ongkir ini gimana sih makin kesini buka makin baik malah makin jelek,0.0516,positive,2,0.0020388628167584137,-0.11923500034062293
Somantri,5,2025-05-24 22:49:38,harga dan barang nya sesuai kantong,harga barang nya sesuai kantong,0.0,neutral,2,-0.00569811249852682,-0.09996741833083146
Alliffrtama,5,2025-05-24 22:39:17,"responsif banget suka deh, bahkan aku mau return barang pun di bantuin",responsif banget suka deh bahkan aku mau return barang di bantuin,0.0,neutral,2,-0.0036941269460034586,-0.09713201120354316
riyan agus ariyanto,5,2025-05-24 21:45:12,aplikasi toko online satu-satunya yg sy miliki dan sgt puas atas pelayananya,aplikasi toko online satusatunya yg sy milik sgt puas atas pelayananya,0.0,neutral,2,-0.00453854359571805,-0.09367304140838632
Dhimas Priyandaru,1,2025-05-24 21:40:23,parah pajak ga ngotak. .konfirmasi otomatis pesanan semakin lama.. ancurr,parah pajak ga ngotak konfirmasi otomatis pesan makin lama ancurr,0.0,neutral,2,-0.007767613536982729,-0.09388357563837066
Nenk Jebot,2,2025-05-24 21:37:41,tidak bisa donlod,bisa donlod,0.0,neutral,2,-0.0063807480695474116,-0.07446882441313411
Rudymenz Theboy,5,2025-05-24 21:35:26,bagus,bagus,0.0,neutral,2,0.7180334588095492,0.6107956927648337
Muh naufal Sani,5,2025-05-24 21:28:27,ok la,la,0.0,neutral,2,-0.005242599560277287,-0.05998294375910296
charissa gracia,3,2025-05-24 21:25:07,"ini updatenya susah sekali, ga bisa 2",updatenya susah sekali ga,0.0,neutral,0,0.014121981254758756,-0.06444080157580127
R Mulya S,5,2025-05-24 21:13:51,bagus aplikasinya membantu,bagus aplikasi bantu,0.0,neutral,2,0.42115469546030215,0.2920027658747956
asrul rul,5,2025-05-24 21:13:24,bagus banget aplikasi nya banyak promo² nya memang mantap lh kalau mau beli barang ada promo maantaapp sukses tp,bagus banget aplikasi nya banyak promo nya memang mantap lh kalau mau beli barang promo maantaapp sukses tp,0.0,neutral,2,-0.0025378327218067973,0.14238354908642223
Wigan Wigan,1,2025-05-24 21:04:25,"Bakal almarhum nyusul bukalapak nih kayaknya... sejak gabung tiktok makin ancur ini platform. udah potongan seller gede, pencairan lama dan makin bikin bingung.",bakal almarhum nyusul bukalapak nih kayak sejak gabung tiktok makin ancur platform udah potong seller gede cair lama makin bikin bingung,0.0,neutral,2,-0.007921838939200457,-0.09510465201198254
Sisca Cook,3,2025-05-24 21:03:29,"Tidak bisa masuk aplikasi,harus update terus,tolong diperbaiki",bisa masuk aplikasiharus update terustolong baik,0.0,neutral,2,-0.0027896017804354342,-0.09537369264117802
Nur Khoiriyah,1,2025-05-24 20:56:48,"cs nya lambat penanganannya g gercep, saya kena toko fiktif sudah komplen sdh retur, tp pihak toko kasih alamat g jelas g smpe2 retur sya,,ini malah dr pihak ekspedisi dikembalikan ke alamat sy lg,bingung jdnya mau komplen kmn lg prosesnya lama,bingung jg dana sya yg tertahan entah gimana nti bakal balik ga, udh coba lewat email, TokopediaCare tp gda perkembangan,,toko fiktif nya jg msih jln smpe skrng. pdhl udh sy laporin. g kya si oren gercep",cs nya lambat tangan g gercep kena toko fiktif komplen sdh retur tp pihak toko kasih alamat g jelas g smpe retur syaini malah dr pihak ekspedisi kembali alamat sy lgbingung jdnya mau komplen kmn lg proses lamabingung jg dana sya yg tahan entah gimana nti bakal balik ga udh coba lewat email tokopediacare tp gda perkembangantoko fiktif nya jg msih jln smpe skrng pdhl udh sy laporin g kya si oren gercep,0.0,neutral,2,-0.008019731786245727,-0.095307477894272
Andri Widayat,1,2025-05-24 20:55:53,"Ini bodoh yg upgrade tampilan, biar kelihatan kerja apa gimana???? balikin ke tampilan awal.",bodoh yg upgrade tampil biar lihat kerja apa gimana balikin tampil awal,0.0,neutral,2,-0.005346642423392667,-0.07254462285057128
Rudi Tri Candra,1,2025-05-24 20:50:52,"Semenjak ada handover paket pengiriman jadi lelet, yg dikirim ini gadget padahal. Gimana nanti asuransinya jika rusak. Hilangin aja, bikin customer was was",semenjak handover paket kirim jadi lelet yg kirim gadget padahal gimana asuransi rusak hilangin aja bikin customer was was,0.0,neutral,2,-0.0033191931877888025,-0.0876814171812421
Arif Nugroho,5,2025-05-24 20:45:35,ok,,0.0,neutral,2,-0.004701091969578247,-0.05308889330794577
Wa Imah,5,2025-05-24 20:32:36,suka,suka,0.0,neutral,2,-0.005467223983556978,-0.06992021600315666
Nana Sutarna,5,2025-05-24 20:32:33,mantap,mantap,0.0,neutral,1,-0.6837837936024181,0.6568706586696152
raghibash Ashshabar,1,2025-05-24 20:21:13,"kurang ketat dalam pemilihan orang dalam menjadi seller sehingga banyak muncul penipuan didalam aplikasi. saya pernah membeli barang pre order dan mengkonfirmasi dulu apakah barang asli apa tidak, dan saat barang sampai ternyata bukan barang itu yang dikirimkan. dan saat dikembalikan terhalang dikarenakan seller tidak bisa dihubungi juga alamat nya yang tidak jelas sehingga dana saya tidak bisa kembali . padahal sudah konfirmasi di Tokopedia care tapi hanya dibalas akan dibantu.😡",kurang ketat pilih orang jadi seller banyak muncul tipu dalam aplikasi pernah beli barang pre order konfirmasi dulu barang asli apa barang nyata bukan barang kirim dan saat kembali halang karena seller hubung alamat nya yang tidak jelas dana tidak bisa kembali padahal konfirmasi tokopedia care hanya balas bantu,0.4939,positive,2,-0.006878334122440486,-0.12847446450115887
MXP,2,2025-05-24 20:14:04,"gak tau sekarang kok beds bgt CS nya, lebih bnyak boot / robot/ komputer, jawaban template semua. beda sama yang dulu jawaban cepat dan ngerti masalah. pelayanan menurun",gak tau sekarang kok beds bgt cs nya lebih bnyak boot robot komputer jawab template semua beda sama dulu jawab cepat ngerti masalah layan turun,0.0,neutral,2,-0.006139202881226308,-0.09259452488622893
HILMAN N F,5,2025-05-24 19:40:18,"mohon prinsip profesionalnya diterapkan lagi di sistem aplikasi Tokopedia yaitu customer service seorang human harus ada,jangan cuman ada chatbot saja,dan harusnya Tokopedia atau anak usahanya yaitu mitra Tokopedia ngasih pemberitahuan yg jelas bahwa mitra Tokopedia tidak lagi beroperasi, keterangan di aplikasi mitra Tokopedia hanya ngasih tahu bahwa transaksi digital dialihkan ke Tokopedia,saya cek di playstore tidak ada lagi aplikasi mitra Tokopedia berarti sudah berhenti beroperasi ya?",mohon prinsip profesional terap sistem aplikasi tokopedia customer service orang human adajangan cuman chatbot sajadan harus tokopedia anak usaha mitra tokopedia ngasih pemberitahuan yg jelas mitra tokopedia operasi terang aplikasi mitra tokopedia ngasih tahu transaksi digital alih tokopediasaya cek di playstore ada lagi aplikasi mitra tokopedia arti henti operasi,0.0,neutral,2,-0.022967129296192847,-0.09395318891624423
Asep Saepudin,5,2025-05-24 19:39:44,keren banget,keren banget,0.0,neutral,2,0.003250475701202752,-0.08013712127213682
Tata Maria,5,2025-05-24 19:04:34,knp tokopedia skrg pengiriman lama sekali..brg saya blm sampe2 jg,knp tokopedia skrg kirim lama sekalibrg blm sampe jg,0.0,neutral,2,-0.014283697844162262,-0.08341140673753407
gilang amon,4,2025-05-24 19:02:41,MURAH DAN YANG GAK DONLOD TOKOPEDIA RUGI,murah yang gak donlod tokopedia rugi,0.0,neutral,2,-0.012684644407116787,-0.08213177183148065
JOHAN98Jr,1,2025-05-24 18:57:43,"saya sangat kecewa sebagai konsumen baru tokopedia,saya beli barang bekas dari 16 maret 2025 sampai sekarang belum juga di kembalikan dana saya,padahal udah retrun barang sesuai saya beli dan udah kirim video Peking barang mulai dari bungkus sampai antar ke kurir,saya merasa rugi disini sebesar Rp. 7.868.900,dan merasa di pojokkan karena minta kompensasi sebesar 1.7jt gila benar,padahal saya kirim retrun barang sesuai apa yg di kirim sama penjual,kalo tidak minus tidak mungkin saya retrun barang",sangat kecewa konsumen baru tokopediasaya beli barang bekas maret sekarang juga kembali dana sayapadahal udah retrun barang sesuai beli udah kirim video peking barang mulai bungkus antar kurirsaya rasa rugi sini besar rp rasa pojok minta kompensasi besar jt gila benarpadahal kirim retrun barang sesuai apa yg kirim sama penjualkalo minus mungkin retrun barang,0.2263,positive,2,-0.005941146588355867,-0.11246824519020988
Endin Faerudin,5,2025-05-24 18:48:25,Mantap coy,mantap coy,0.0,neutral,1,-0.37189452743819357,0.3290039588653715
Arpan Arpan Gs123,4,2025-05-24 18:40:33,mantap,mantap,0.0,neutral,1,-0.6837837936024181,0.6568706586696152
ardian indo firmansyah,5,2025-05-24 18:33:41,bagus banget buat belanja dan aman,bagus banget buat belanja aman,0.0,neutral,2,0.2831867112393591,0.18001214380249514
Швтфєб Бч,5,2025-05-24 18:24:32,oke aku dapet vocer 250k,oke aku dapet vocer k,0.0,neutral,2,-0.008494555311247336,-0.0761244539076637
Nurul Hidayat,1,2025-05-24 18:20:24,"disuruh nyambung akun tiktok gk nyambung² bgsd ! muter² mulu masuk di apk tiktok, masuk apk tokped balik lagi ke tiktok bgsd",suruh nyambung akun tiktok gk nyambung bgsd muter mulu masuk apk tiktok masuk apk tokped balik ke tiktok bgsd,0.0,neutral,2,-0.006447190505398599,-0.08263024345812643
Danur Mihardja,5,2025-05-24 18:14:38,mantap,mantap,0.0,neutral,1,-0.6837837936024181,0.6568706586696152
Limalas Senti,5,2025-05-24 18:11:23,terimakasih sangat membatu adanya BRI Tokopedia,terimakasih sangat batu ada bri tokopedia,0.0,neutral,2,-0.02394006749883983,-0.0874123679174179
Yan Wia,4,2025-05-24 18:06:56,tolong dalam pembatalan orderan disediakan alasan penyedia barang tidak bisa karena stok sudah habis. ini pengalaman saya kemarin belanja disuruh batalin karena lupa katanya.,dalam batal order sedia alas sedia barang bisa stok habis alam kemarin belanja suruh batalin lupa kata,-0.2732,negative,2,-0.00521554211631043,-0.08420715446961115
Gali davila,4,2025-05-24 17:56:28,tokopedia applikasi yang baik tapi ongkir nya mahal,tokopedia applikasi baik ongkir nya mahal,0.0,neutral,2,-0.020726192235499857,-0.10979096740931163
budi167,2,2025-05-24 16:56:28,paling males update aplikasi mulu,paling males update aplikasi mulu,0.0,neutral,2,0.007280193739740996,-0.08225300566424731
Aji Saka,5,2025-05-24 16:49:51,Bagus,bagus,0.0,neutral,2,0.7180334588095492,0.6107956927648337
Muhammad Rudi,1,2025-05-24 16:34:04,"yg bales bot gak sih?, rating 4 keatas jawaban nya template , rating 3 kebawah pun sama",yg bales bot gak sih rating atas jawab nya template rating bawah sama,0.0,neutral,2,-0.003954742213554242,-0.08648126855751302
Arief,5,2025-05-24 16:34:01,Mantap sekarang sudah ada cod,mantap sekarang ada cod,0.0,neutral,1,-0.29929856169745456,0.23386635479640852
Dede Zumairoh,5,2025-05-24 16:32:43,Oke,oke,0.0,neutral,2,-0.010998226807395137,-0.07134009406468815
Bharata Sena KY,1,2025-05-24 16:23:45,"saya sebagai pengguna rokok elektrik sangat menyayangkan kenapa liquid untuk rokok elektrik dihilangkan, sedangkan device dan sebagainya masih bebas di jual.",bagai guna rokok elektrik sangat sayang liquid rokok elektrik hilang device bagai bebas jual,0.0,neutral,2,-0.0044667974415615016,-0.07624492825301714
Badi Zia,5,2025-05-24 16:20:36,Bagus,bagus,0.0,neutral,2,0.7180334588095492,0.6107956927648337
Indah Nurindah,5,2025-05-24 16:15:34,"sangat puas belanja ditoko pedia , pengiriman cepat",sangat puas belanja toko dia kirim cepat,0.0,neutral,2,-0.012453940233251162,-0.10869402289759873
Dwi Putranto,3,2025-05-24 15:55:14,"iya gak asik nih, fitur cari sekaligusnya hilang 👎 Down grade....",iya gak asik nih fitur cari sekaligus hilang down grade,0.0,neutral,2,-0.007590608666211161,-0.08540227172226647
Iid Yudistian,5,2025-05-24 15:55:00,sangat menggagu,sangat gagu,0.0,neutral,2,-0.0031499002774735313,-0.08707493748973884
Shaka Akhlan,2,2025-05-24 15:54:49,"makin aneh aja, ada promo diskon cma 5% eh kupon gratis ongkir malah hilang,sama aja kga ada potongan harga di cekout malah nambah ongkir🤣🤣",makin aneh aja promo diskon cma eh kupon gratis ongkir malah hilangsama aja kga potong harga cekout malah nambah ongkir,0.0516,positive,2,-0.008491176258749523,-0.09904583563568163
Kami Kita,2,2025-05-24 15:53:28,"Tadinya alasan Pilih Tokopedia krn ada fitur cari sekaligus, skrg ilang, otomatis uninstall aja deh nih apk...",tadi alas pilih tokopedia krn fitur cari sekaligus skrg ilang otomatis uninstall aja deh nih apk,-0.2732,negative,2,-0.017912267201989848,-0.09280173993287683
Muhammad Sholihin,5,2025-05-24 15:46:18,update,update,0.0,neutral,2,0.006803881661146278,-0.0732778971611445
Eko Suprapto,5,2025-05-24 15:39:55,sy mohon kepada toko pedia untuk memperhatikan jasa kirimnya karna ada beberapa paket tidak pernah sampai dan salain itu pengiriman sangat lambat akhirnya sy banyak belanja ditoko sebelah,sy mohon toko dia perhati jasa kirim karna beberapa paket pernah dan salain kirim sangat lambat akhir sy banyak belanja toko belah,0.0,neutral,2,-0.009250860442084894,-0.09950019144380293
wenny margaretha,1,2025-05-24 15:36:16,gabisa cekout di batalkan sistem melulu kecewa!,gabisa cekout batal sistem melulu kecewa,0.0,neutral,2,-0.005905947291029561,-0.06903198080581568
Sigi Haryati,5,2025-05-24 15:32:21,sangat memuaskan dan praktis,sangat muas praktis,0.0,neutral,2,0.026782230860790363,-0.07256106851985827
Nabila Kusuma,1,2025-05-24 15:26:10,saran untuk Tokopedia agar fitur refund di permudah dan harus ada penarikan ke DANA bukan cuman bank saja,saran tokopedia fitur refund mudah harus tari dana bukan cuman bank,0.0,neutral,2,-0.015176912740993757,-0.08770642441182604
Rana Jepara,5,2025-05-24 15:22:52,mantab banget,mantab banget,0.0,neutral,2,0.0026953122146757555,-0.08283276249240477
Jonpes Andrea,5,2025-05-24 15:21:22,Baik,baik,0.0,neutral,2,-0.008597934411261918,-0.10581906860114997
Nofia Friska,4,2025-05-24 15:05:50,Bagus,bagus,0.0,neutral,2,0.7180334588095492,0.6107956927648337
Arju syafaat muhammad,5,2025-05-24 14:59:41,bagus,bagus,0.0,neutral,2,0.7180334588095492,0.6107956927648337
Mohamad Rifai,5,2025-05-24 14:58:01,mudah2an amanah toko toko nya.,mudah amanah toko toko nya,0.0,neutral,2,-0.011515808056577316,-0.08658108091780937
gen x xelon,1,2025-05-24 14:38:24,gak bakal beli di Tokopedia lagi,gak bakal beli tokopedia,0.0,neutral,2,-0.02775355478922037,-0.09921377701743432
Farizz Rizz,1,2025-05-24 14:30:24,kenapa akun saya di log out ya? dan saat di relog ada tulisan eror dan masuk di akun yang lain,akun log out di relog tulis eror dan masuk di akun lain,0.0,neutral,2,-0.007431308919861094,-0.08764050439749252
Anda Endut,5,2025-05-24 13:58:50,mantap.... byk pilihan.... dan bs di percaya,mantap byk pilih bs percaya,0.0,neutral,1,-0.236785819946766,0.17591091764181407
Yuli Purnomo,5,2025-05-24 13:58:37,mantap,mantap,0.0,neutral,1,-0.6837837936024181,0.6568706586696152
Rudy Nurwandy,5,2025-05-24 13:55:46,"pengiriman lelet...sudah parah Tokopedia ,toko birudan orange pesan hari ini..besok bisa datang",kirim leletsudah parah tokopedia toko birudan orange pesan hari inibesok datang,0.0,neutral,2,-0.016842345989211735,-0.09345076041550889
Fadillah Dillah,5,2025-05-24 13:55:35,pembayaran sangat mudah dan tidak rumit. gampang dimengerti . trm kasih,bayar sangat mudah tidak rumit gampang erti trm kasih,0.0,neutral,2,-0.0005328492195306446,-0.09127336131337002
Agus Prasetiawan,2,2025-05-24 13:39:38,"kecewa sama aplikasi tokopedia. belanja 4 item tapi yang tertera di label cuma 2 macam item alhasil dari seller cuma dikirim 2. ini kedua kalinya saya mengalami hal seperti ini, (toko yang berbeda). entah ini bug atau apa. tolong diperbaiki",kecewa sama aplikasi tokopedia belanja item tera label cuma macam item alhasil seller cuma kirim dua kali alami seperti toko yang beda entah bug apa baik,0.0,neutral,2,-0.00869259689984207,-0.09369077919592726
Syaban 123,4,2025-05-24 13:18:20,perasaan sekarang eror Mulu ni apk,asa sekarang eror mulu ni apk,0.0,neutral,2,-0.01103502387849853,-0.07543998206625559
Haywel,1,2025-05-24 13:02:30,hubungin chat CS mau komplain kiriman ga sampai2 yg jawab malah AI.,hubungin chat cs mau komplain kirim ga yg jawab malah ai,0.0,neutral,2,-0.0022044510003370672,-0.09636019701352452
Siti Fatimah,5,2025-05-24 12:45:28,siapa yang mau diskonnya aku mah mau,siapa mau diskon aku mah mau,0.0,neutral,2,-0.006693781346937793,-0.08323992449475369
Rumah Bahagia,2,2025-05-24 12:45:11,"entahh knp semua voucher yg saya dapet atau miliki,gak bisa di gunakan untuk checkout,entah knp,dan solusinya bagaimana akupun gak tau,karna di bantuan Tokopedia care gak bisa juga..bikin sedihh",entahh knp semua voucher yg dapet milikigak guna checkoutentah knpdan solusi bagaimana aku gak taukarna di bantu tokopedia care gak jugabikin sedihh,0.4939,positive,2,-0.007115141861213226,-0.0963975989560197
Asep Mulya,1,2025-05-24 12:40:00,aaaakh,aaaakh,0.0,neutral,2,-0.005242508432566538,-0.059982902799118734
Ros Mini,1,2025-05-24 12:39:02,"Mitra Tokopedia ngeri ih..mau verifikasi akun buat refund dana mitra VA, harus foto ktp sm selfie pegang ktp, pas udah ketarik saldonya, apk nya sdh gak bisa kepake, trus malah diteror pinjol, penagih utang, sm penipuan, untung hp gw punya penyaring tlpn spam. Ih bahaya bgt MITRA TOKOPEDIA. Data mitra koq bisa bocor gitu ih",mitra tokopedia ngeri ihmau verifikasi akun buat refund dana mitra va foto ktp sm selfie pegang ktp pas udah tarik saldo apk nya sdh gak kepake trus malah teror pinjol tagih utang sm tipu untung hp gw punya nyaring tlpn spam ih bahaya bgt mitra tokopedia data mitra koq bocor gitu ih,-0.3612,negative,2,-0.0132190477967754,-0.09267902106697204
kindi Al jabar,5,2025-05-24 12:12:18,keren lah,keren lah,0.0,neutral,2,-0.005658071926015395,-0.07612490668729553
Dyah Lestari,1,2025-05-24 11:59:17,"iya ekpedisi otomatis pake kurir si cepat , paket bukannya di anter malah di retur tanpa konfirmasi udahin aja gausah pake sicepat",iya ekpedisi otomatis pake kurir si cepat paket bukan anter malah retur konfirmasi udahin aja gausah pake sicepat,0.0,neutral,2,-0.00703082997937912,-0.08746181999884835
Dadang Pemda,5,2025-05-24 11:49:45,sedikit harus grecep dalam input kode veripikasi...tapi barang nya insya Allah berkualitas,sedikit grecep input kode veripikasitapi barang nya insya allah kualitas,0.0,neutral,2,-0.00827299493947662,-0.07672556448922156
Exclusive 02,5,2025-05-24 11:45:56,mantapppppp,mantapppppp,0.0,neutral,2,-0.00524248218194208,-0.05998279608605787
