userName,score,at,content,clean,sentiment_score,sentiment,cluster,pca1,pca2
Mansur Asnawi,5,2025-05-25 15:58:47,Mantap banget,mantap banget,0.0,neutral,1,0.6679321435082038,0.06600319153383526
Ujang Sutomo,4,2025-05-25 15:58:32,lebih ditingkatkan lagi promosi nya,lebih tingkat promosi nya,0.0,neutral,1,-0.04933859136722344,-0.02093891797607492
BASMI Virus,1,2025-05-25 15:58:17,COD GA BISA,cod ga,0.0,neutral,1,-0.025711455599365413,-0.08071796914123656
siswo prayitno,5,2025-05-25 15:58:08,mantab,mantab,0.0,neutral,1,-0.03666727077150305,-0.046493612898771484
RIZT,1,2025-05-25 15:56:22,"minta update doank...tapi...layanan..? - ada bug di status pesanan yg selesai yg masih statusnya LACAK ga ada PESANAN SELESAI,, Walaupun paket sudah di terima kelamaan di prosea kemas. -pengajuan pembatalan/pengembalian juga lama.",minta update doanktapilayanan bug status pesan yg selesai yg status lacak ga pesan selesai walaupun paket terima lama di prosea kemas aju pembatalanpengembalian lama,0.0,neutral,0,-0.04317261050773506,-0.07691295896578358
Uwoh Ismatullah,5,2025-05-25 15:52:09,Mantap jiwa pokonya best,mantap jiwa poko best,0.6369,positive,1,0.3450476692161731,-0.03100233568969367
Aura,5,2025-05-25 15:50:50,senang belanja dishopee,senang belanja dishopee,0.0,neutral,1,-0.0586853073357048,-0.052832567446821396
Ibunda Iis,5,2025-05-25 15:50:13,bagusssss puolll,bagusssss puolll,0.0,neutral,1,-0.020691401739478445,-0.06733709041733883
Indonesia Raya,5,2025-05-25 15:49:18,"mantab, sangat membantu",mantab sangat bantu,0.0,neutral,1,-0.12153366750398549,0.21896854203335425
Bawi BujangCAZ,5,2025-05-25 15:49:01,bagus kali wakk,bagus kali wakk,0.0,neutral,1,-0.034688817382509736,0.17866787549298316
Mohamad isroni Isroni,5,2025-05-25 15:48:41,mantaabb lahh pokoknya shoppe,mantaabb lahh pokok shoppe,0.0,neutral,1,-0.024020562444962923,-0.05885248998877364
Akun gak hoki Gak hoki,5,2025-05-25 15:48:31,tolong kurangin ruang nya gak soal nya aku gak bisa instal aplikasi ini,rangin ruang nya gak soal nya aku gak instal aplikasi,0.0,neutral,1,-0.06766934112228008,0.04327074671252492
Wicaq Rizky,5,2025-05-25 15:48:20,"Shopee is the simplest, fastest & best online shop.",shopee is the simplest fastest best online shop,0.6369,positive,1,-0.02683321067151028,-0.06789442820127752
Ap rizal,5,2025-05-25 15:48:08,ok.,,0.0,neutral,1,-0.018321767066477642,-0.056611238639814085
Siti Aminah,5,2025-05-25 15:47:34,top,top,0.2023,positive,1,-0.022648261090227845,-0.07719317523737815
Fahrur Farozi,5,2025-05-25 15:47:33,termurah pasti di shopee,murah di shopee,0.0,neutral,1,-0.06632156846536313,-0.0629726759974078
rina khairina,5,2025-05-25 15:46:25,"mudah,murah dan nyaman.pengiriman juga cepat...",mudahmurah nyamanpengiriman cepat,0.0,neutral,1,-0.034499816103087604,-0.034196360819353386
AMINOMAN,4,2025-05-25 15:46:24,kadang ad aj penipu makan nya rada males tapi boleh lah gk kaya toko sebelah banyak diskon tapi isi nya penipu semua,kadang ad aj tipu makan nya rada males boleh lah gk kaya toko belah banyak diskon isi nya tipu semua,0.0,neutral,1,-0.04839170017479942,-0.040560789719680634
Made Mardhika,1,2025-05-25 15:46:01,jelek,jelek,0.0,neutral,1,-0.020691284157316348,-0.06733603862106108
Leu Mas,5,2025-05-25 15:42:52,memudahkan anda dalam membeli barang dan dapat di percaya,mudah dalam beli barang dapat percaya,0.0,neutral,1,-0.056750634690618904,0.008723771383613289
Khairu nnas,5,2025-05-25 15:41:45,cukup bermanfaat,cukup manfaat,0.0,neutral,1,-0.02731157649984641,-0.07162632044017028
Apri,4,2025-05-25 15:41:39,"tambahkan nomer kurir dalam pengiriman pesan pada saat ""pesanan dalam proses pengantaran""",tambah nomer kurir kirim pesan saat pesan proses antar,0.0,neutral,1,-0.04532701597598837,-0.04708751169685396
Zahara Aulia,5,2025-05-25 15:41:05,suka banget sama pelayanan luv gercep bangetttt❤️❤️❤️❤️❤️,suka banget sama layan luv gercep bangetttt,0.0,neutral,1,-0.019103343412978827,-0.02911562292562224
Brdk Argob,5,2025-05-25 15:40:35,sangat bagus untuk dijadikan Sebagai Kebutuhan Modal,sangat bagus jadi butuh modal,0.0,neutral,1,-0.07652752122405479,0.27352954078687164
rudy hartono,5,2025-05-25 15:39:14,puas dg pelayanannya....tingkat kan terus,puas dg pelayanannyatingkat kan terus,0.0,neutral,1,-0.027655857502388186,-0.07836959107691237
KIKI ABADI,5,2025-05-25 15:39:11,puasss,puasss,0.0,neutral,1,-0.020691568999834226,-0.06733490864859273
Jeanne Hattu,5,2025-05-25 15:37:04,Selama saya pakai ok lha. Hanya lebih ditingkatkan lagi pelayanannya Shopee 🖐,lama pakai lha lebih tingkat layan shopee,0.0,neutral,1,-0.05411401390992062,-0.0788874072820146
Agus Sutopo,3,2025-05-25 15:35:44,siip,siip,0.0,neutral,1,-0.020691428669459434,-0.06733629215988528
Pusaka Yasa05,5,2025-05-25 15:35:11,hampir semua penjual d shopee real/ sesuai,hampir semua jual d shopee real sesuai,0.0,neutral,2,-0.056458295847228855,-0.06865518899915195
Udi Rakhmadi,5,2025-05-25 15:35:02,banyak pilihan,banyak pilih,0.0,neutral,1,-0.026090750906182236,-0.07422128621663868
dedi Did,5,2025-05-25 15:32:10,barang Bagus,barang bagus,0.0,neutral,1,-0.07832838578630487,0.4867390699120378
Rivatul20 Speed,3,2025-05-25 15:31:57,kalau di sini di tempat saya kurir spx nya tidak mendukung. smuanya tidak ramah,kalau sini tempat kurir spx nya dukung smuanya ramah,0.0,neutral,1,-0.04480274245873277,-0.026052038790889433
Tommy Kings music,5,2025-05-25 15:31:18,mantap selalu pas dan benar,mantap selalu pas benar,0.0,neutral,2,0.3603224392136773,-0.03554181360442891
Zan Di,1,2025-05-25 15:29:25,buruk....... spayateerr autol terus,buruk spayateerr autol terus,0.0,neutral,1,-0.021956970849464297,-0.0706292013095072
Gembong Konsul Alam,5,2025-05-25 15:29:11,aplikasi sangat berguna,aplikasi sangat guna,0.0,neutral,1,-0.12370290420845645,0.23865850700287128
Monest Jae,5,2025-05-25 15:28:43,"Bagus,,pertahankan,,,!!!",baguspertahankan,0.0,neutral,1,-0.020691284481359765,-0.06733696041829212
Muh Adi Putra,5,2025-05-25 15:28:19,bagus,bagus,0.0,neutral,1,-0.05379043724663887,0.5672805677735118
Widodo Saputro,5,2025-05-25 15:27:18,prodakya bagus dan pengiriman cepat,prodakya bagus kirim cepat,0.0,neutral,1,-0.060710653281891194,0.22835899296653667
Uni Yunita,1,2025-05-25 15:25:41,ntah kenapa saya login ke akun google saya tp tdk di temukan akun Shopee syaa padahal di situ udh sering chek out,ntah login akun google saya tp tdk temu akun shopee syaa padahal situ udh sering chek out,0.0,neutral,1,-0.034094622399863744,-0.07420049823426149
Bustanul Arifin,5,2025-05-25 15:25:34,barang bagus dan pengiriman cepat dan amanah. trimakasih shopee,barang bagus kirim cepat amanah trimakasih shopee,0.0,neutral,1,-0.09155232542907105,0.2448229839268247
emi nge game Uwu,5,2025-05-25 15:24:41,Coba aja dulu ntar kali bgs bin 5,coba aja dulu ntar kali bgs bin,0.0,neutral,1,-0.02715091831724385,-0.08511916682572593
Saepul Umar,5,2025-05-25 15:24:25,mantap pisan,mantap pis,0.0,neutral,1,0.5271387484259652,-0.009095564715102249
Bagus Dwi ardianata,3,2025-05-25 15:24:20,"hal yg sangat mengganggu menurut saya , baru buka shopee langsung ada iklan muncul ,dan sangat mengganggu , akhir nya g jadi buka , akhir nya beralih ke toko tokped , ini bisa jadi bumerang buat shopee karna konsumen keganggu dan beralih ke brand lain ,",yg sangat ganggu saya baru buka shopee langsung iklan muncul sangat ganggu akhir nya g jadi buka akhir nya alih toko tokped bisa jadi bumerang buat shopee karna konsumen ganggu alih brand,0.0,neutral,0,-0.07755934065442557,0.036577867391490715
agungtmpn agungtmpn,5,2025-05-25 15:24:06,bagus banget. mudah dan simpel,bagus banget mudah simpel,0.0,neutral,1,-0.030787575734463904,0.24259750702225438
Aries Awantara,5,2025-05-25 15:23:21,ok,,0.0,neutral,1,-0.018321767066477642,-0.056611238639814085
Rina Silalahi,5,2025-05-25 15:23:15,sangat bagus pertahankan,sangat bagus tahan,0.0,neutral,1,-0.09338837543166816,0.41180889112342317
Rohanah Oi,5,2025-05-25 15:22:03,"okee okee, mantep mantep",okee okee mantep mantep,0.0,neutral,1,-0.020691399939078335,-0.06733611413973001
erlina Junita,2,2025-05-25 15:20:43,shope sekarang ekspedisinya lelet mana paketku sering hilang lg dak tw lah shoppe ni na nyuruh wong pindah haluan mngkin,shope sekarang ekspedisi lelet mana paket sering hilang lg dak tw lah shoppe ni na nyuruh wong pindah haluan mngkin,0.0,neutral,1,-0.029299917347976247,-0.07833891264803412
M Luthfi,5,2025-05-25 15:19:06,"gak pernah belanja ke aplikasi sebelah, slalu dsini aja, shoope emang keren",gak pernah belanja aplikasi belah slalu dsini aja shoope emang keren,0.0,neutral,1,-0.0629017320282392,-0.05713695792055086
Marlian Marlian,5,2025-05-25 15:19:00,baguss,baguss,0.0,neutral,1,-0.029411763282019714,-0.07863103935778454
Jerry Rustanto,1,2025-05-25 15:18:50,"Selama ini menggunakan shoppe barang selalu sampai tepat waktu sesuai estimasi pengiriman,. Namun pelayanan spaylater dan spinjam sungguh sangat mengecewakan.",lama guna shoppe barang selalu tepat waktu sesuai estimasi kirim layan spaylater spinjam sungguh sangat kecewa,0.0,neutral,0,-0.07940959641319596,0.04034573506545061
Thejry,1,2025-05-25 15:17:41,kocak bgt disuruh update malah stack di 86%.. jadi gabisa liat live dan fitur lainya kayak gabisa digunakan.. kocak ni apk,kocak bgt suruh update malah stack jadi gabisa liat live fitur lai kayak gabisa guna kocak ni apk,0.0,neutral,0,-0.031808390819025895,-0.05533006024467675
Zidan Anggara,5,2025-05-25 15:16:27,bagus banget,bagus banget,0.0,neutral,1,6.544156119635607e-05,0.3776906138730189
Fendoy 6520,5,2025-05-25 15:15:17,aplikas ini cukup baik dan bsa di percaya,aplikas cukup baik bsa percaya,0.0,neutral,1,-0.040554590463752725,-0.10055178946126592
Miftah Farid,5,2025-05-25 15:14:21,mantap,mantap,0.0,neutral,1,0.9467811005571383,0.036887076522792155
jimmy galung,5,2025-05-25 15:13:48,membantu sekali untuk memperlengkap isi rumah dan bodyman,bantu sekali lengkap isi rumah bodyman,0.0,neutral,1,-0.05294692075978609,0.010004012922718901
Dion Alvaro,5,2025-05-25 15:13:46,tolong expedisi merah di ikutkan lagi donk.... terimakasih,expedisi merah ikut donk terimakasih,0.0,neutral,1,-0.026853177402501056,-0.05629177879027582
Desi Anto,5,2025-05-25 15:13:44,saya puas dengan pelayanan yg diberikan,puas layan yg beri,0.0,neutral,0,-0.046541976029847706,-0.06932400381789736
Muhammad Salim,5,2025-05-25 15:12:48,pelayanan cepat tanggap cekatan murah meria sering sering kasi bonusya,layan cepat tanggap cekat murah ria sering sering kasi bonusya,0.0,neutral,1,-0.03973777733075399,-0.061281267038092065
Aep Saepuloh,5,2025-05-25 15:12:40,semoga tambah sukses ajah,moga tambah sukses ajah,0.0,neutral,1,-0.02216725725412536,-0.07273580055022635
Muhammad Rofiq,5,2025-05-25 15:11:59,lumayan biar dikit lama lam jadi bukit,lumayan biar dikit lama lam jadi bukit,0.0,neutral,1,-0.031238772369004558,-0.06662667367972043
Ali Mualam,5,2025-05-25 15:10:47,barang sesuai sama yang di pesan,barang sesuai sama di pesan,0.0,neutral,2,-0.07252958551217385,0.006605229904171312
Reza Luthfin Mahiranda,1,2025-05-25 15:10:38,"kecewa berat dengan shopee, memang ini salahku karena baru pertama order hp lewat online, hp (baru, toko official) yang saya terima mengalami kerusakan dan tidak bisa direturn hanya karena lupa video unboxing. padahal bukti lain sudah kuat, memang salahku tapi tetap saja kecewa dan rugi 5jt. jalan satu satunya cuma lewat service center(yang jauh dari rumah) untuk mewaraskan dengan cara klaim garansi ,!..",kecewa berat shopee memang salah baru pertama order hp lewat online hp baru toko official saya terima alami rusa tidak direturn karena lupa video unboxing padahal bukti sudah kuat memang salah tetap kecewa rugi jt jalan satu satu cuma lewat service centeryang jauh rumah waras cara klaim garansi,0.2263,positive,2,-0.03175070623981361,-0.07022801475305343
Kasim Sim,5,2025-05-25 15:10:17,terimakasih shpee,terimakasih shpee,0.0,neutral,1,-0.03060648742646694,-0.04738002426298667
Tommy Surabaya,1,2025-05-25 15:07:41,"app berlanja yang sangat buruk sekali, udah pengiriman lambat sekali, pernah ketipu estimasi tgl 25 malah dikirim tanggal 26, belanja GK komplit, app memakan stronge banyak, pengiriman spx sangat lambat, haduh bnyk nipu ya, lelet dihape iya, call center hanya sekelas bot bukan manusia, udahlah kapok gw belanja dsni,. dan tidak kemajuan soal, app yang berat, pengiriman lama GK pernah diperbaiki, diskon aja kecil bngt, dan sponsor aja digedein sekaian terimakasih",app lanja sangat buruk sekali udah kirim lambat sekali pernah tipu estimasi tgl malah kirim tanggal belanja gk komplit app makan stronge banyak kirim spx sangat lambat haduh bnyk nipu lelet dihape iya call center kelas bot bukan manusia udahlah kapok gw belanja dsni tidak maju soal app berat kirim lama gk pernah baik diskon aja kecil bngt sponsor aja digedein sekaian terimakasih,0.0,neutral,1,-0.07602105803687144,-0.02052370172794353
Adi Arios,5,2025-05-25 15:07:29,oke,oke,0.0,neutral,1,-0.054432112766513545,-0.5802647367182039
Sya,1,2025-05-25 15:07:14,"lemot setengah mati,padahal sinyal bagus. hp juga bukan hp kentang. huat up vidio aja lwemoooot harus nunggu ½jam itupun kalo bisa",lot tengah matipadahal sinyal bagus hp bukan hp kentang huat up vidio aja lwemoooot nunggu jam itu kalo,0.0,neutral,0,-0.032288495508306925,0.0016813841923608286
Lintang Bimantoro,1,2025-05-25 15:05:11,pengiriman lelet 4 hari blm nyampe uninstal pindah lazada aja,kirim lelet hari blm nyampe uninstal pindah lazada aja,0.0,neutral,1,-0.03577482170210722,-0.0783857274082627
Naila amalia Putri,5,2025-05-25 15:04:46,cakep deh,cakep deh,0.0,neutral,1,-0.020691390734161326,-0.06733525327300105
Dwi Sudarwadji,1,2025-05-25 15:03:52,"buat pengembang aplikasi, tlg di cek lagi jgn² ada virusnya",buat kembang aplikasi tlg cek jgn virus,0.0,neutral,1,-0.03971866739006197,-0.017882418108280035
Andik Wirawan,5,2025-05-25 15:03:39,sanggat2 baik dan mudah belanja,sanggat baik mudah belanja,0.0,neutral,1,-0.08280893856252683,-0.0663326894961128
Agusari Anto,5,2025-05-25 15:03:32,harga harga lebih ekonomis serta biaya pengiriman yang lebih murah👌👍👍,harga harga lebih ekonomis biaya kirim lebih murah,0.0,neutral,1,-0.04184989099671984,-0.06467944959591836
A Ba,5,2025-05-25 15:02:29,"ok belanja shoope,,,lebih murah dn gratis ongkir,,, belanja di shopee byk bgt diskonan nya,,,apa lagi pake shopee plus,,,pulll mantuuulllll,,,,👍🏻👍🏻👍🏻👍🏻",belanja shoopelebih murah dn gratis ongkir belanja shopee byk bgt diskon nyaapa pake shopee pluspulll mantuuulllll,0.0516,positive,2,-0.06915470033092631,-0.06714669758019422
mugi yanti,5,2025-05-25 15:00:14,mudah,mudah,0.0,neutral,1,-0.060274031214096906,-0.001989357646718238
Jaya Simbolon,5,2025-05-25 14:57:42,apk yang sangat menarik dan direkomendasikan sekali,apk sangat tarik rekomendasi sekali,0.0,neutral,1,-0.07404430004018625,0.08717812092368717
Yogi Vinanta,5,2025-05-25 14:56:22,keren,keren,0.0,neutral,1,-0.02664222138143835,-0.08710472698368289
cicel cicel,5,2025-05-25 14:56:18,lebih baik belanja d shopie,lebih baik belanja d shopie,0.0,neutral,1,-0.07177139161958632,-0.10535504884490492
Y.P TV,5,2025-05-25 14:54:07,sangat membantu...,sangat bantu,0.0,neutral,1,-0.1470844507298365,0.3268642999579769
Sumber Rejeki,5,2025-05-25 14:54:03,"𝕓𝕒𝕣𝕒𝕟𝕘 𝕤𝕖𝕝𝕒𝕝𝕦 𝕞𝕖𝕞𝕦𝕒𝕤𝕜𝕒𝕟,",,0.0,neutral,1,-0.018321767066477642,-0.056611238639814085
galuh ario,4,2025-05-25 14:54:01,"aplikasi yang bagus terutama adanya shopee coin, tapi tolong sediakan fitur pencarian di bagian keranjang",aplikasi bagus utama ada shopee coin tolong sedia fitur cari bagi keranjang,0.0,neutral,1,-0.0560345404538045,0.09752701700723616
Yuli,5,2025-05-25 14:52:14,suka sesuai keinginan,suka sesuai ingin,0.0,neutral,2,-0.04237603484265789,-0.05503999043560086
radi sumarno61,5,2025-05-25 14:48:17,"kalau ada refund barang cepat dalam penyelesaiannya......ada kekurangan, uang refund tidak masuk langsung rekening pembeli, dipending shopeepay",kalau refund barang cepat penyelesaiannyaada kurang uang refund masuk langsung rekening beli pending shopeepay,0.0,neutral,1,-0.03965011953911409,-0.022286856138471173
Nizar Ridho Ahsani,2,2025-05-25 14:48:08,setiap paket proses nya lambat,paket proses nya lambat,0.0,neutral,0,-0.054559261870944085,0.002584447653515134
Putra Candisari Channel,5,2025-05-25 14:47:24,mantab,mantab,0.0,neutral,1,-0.03666727077150305,-0.046493612898771484
nadira azzaahra,4,2025-05-25 14:46:50,aku suka sihhh bisa beli ini ituu lihat ini itu berguna sih utk akuuu,aku suka sihhh beli ituu lihat itu guna sih utk akuuu,0.0,neutral,1,-0.03614130231088637,-0.04604300302362807
Nazifa Fahira,5,2025-05-25 14:46:26,Alhamdulillah sangat bagus,alhamdulillah sangat bagus,0.0,neutral,1,-0.10381168084163526,0.4491387565685488
LAGI HITS,4,2025-05-25 14:46:21,oke aja,oke aja,0.0,neutral,1,-0.05655522221405069,-0.5088011751376109
Nurkholis majid,4,2025-05-25 14:46:11,oke,oke,0.0,neutral,1,-0.054432112766513545,-0.5802647367182039
wawan darmawan,5,2025-05-25 14:46:04,semakin tepat waktu,makin tepat waktu,0.0,neutral,0,-0.032287840677538704,-0.0719408431824847
Siti Mainal Sari,5,2025-05-25 14:45:27,Alhamdulillah baik,alhamdulillah baik,0.0,neutral,1,-0.05474937879413588,-0.04012396505321981
Khairul Fatimah,5,2025-05-25 14:45:26,sangat menyenangkan,sangat senang,0.0,neutral,1,-0.09299818054860497,0.14455462490376492
Mutia Lievi han,5,2025-05-25 14:44:20,saangattt bagusss,saangattt bagusss,0.0,neutral,1,-0.020691268118122143,-0.06733578250336406
Nezz_syaa,5,2025-05-25 14:44:17,suka bangett sama Shopee jadi gampang klo mau beli apa apa lebih hemat plus banyak banget cara buat dapet voucher nya gass lah install,suka bangett sama shopee jadi gampang klo mau beli apa apa lebih hemat plus banyak banget cara buat dapet voucher nya gass lah install,0.0,neutral,1,-0.0497064491848312,-0.023613522288649547
Dina Milan,5,2025-05-25 14:42:51,aplikasi nya baguss tapi jika kita memesan barang tidak ada notif nya,aplikasi nya baguss jika mes barang ada notif nya,0.0,neutral,1,-0.08393779702026864,0.10300555365856154
Pad Il,1,2025-05-25 14:42:30,"aplikasi ini, cukup membantu dan memudahkan saya, untuk belanja keperluan sehari saya. trimakasi Shopee👍",aplikasi cukup bantu mudah untuk belanja perlu hari trimakasi shopee,0.0,neutral,1,-0.11274368599916511,0.07106357564526036
Babang Nur,5,2025-05-25 14:41:47,mantap,mantap,0.0,neutral,1,0.9467811005571383,0.036887076522792155
FF Fifa mobile,3,2025-05-25 14:41:36,lumayan,lumayan,0.0,neutral,1,-0.027286147450057634,-0.06117135374795816
Afan Ckm,5,2025-05-25 14:37:29,mantap 🗿🗿😹😹😹😹,mantap,0.0,neutral,1,0.9467811005571383,0.036887076522792155
Bulle Onars,5,2025-05-25 14:36:54,nice,nice,0.4215,positive,1,-0.020691377159383906,-0.06733929982490382
BOEDY NADIRA,5,2025-05-25 14:35:34,Barangnya selalu real pict..thks shopee,barang selalu real pictthks shopee,0.0,neutral,2,-0.055366001363993854,-0.0070126833382012435
tri gigih sp,1,2025-05-25 14:35:16,tiap buka shopee selalu bunyi orang live. aplikasi udah berat juga. sering nge lag. benahi dulu tampilan awalnya.,tiap buka shopee selalu bunyi orang live aplikasi udah berat sering nge lag benah dulu tampil awal,-0.34,negative,2,-0.04509007873551844,-0.05098976248868798
Adjie AGUES,5,2025-05-25 14:34:47,sangat membantu bagi aku terimakasih Shopee.,sangat bantu aku terimakasih shopee,0.0,neutral,1,-0.12484830546662408,0.18333650472459725
Wayan Yan,5,2025-05-25 14:34:37,Aman cepat terpercaya,aman cepat percaya,0.0,neutral,1,-0.040060031028184055,-0.03857316240463017
Rezqy Tms,1,2025-05-25 14:32:30,barang gak nyampe eh malah dibalikin ke penjual tanpa konfirmasi udah nunggu lama dan butuh barang itu saya tolong diperbaiki lagi,barang gak nyampe eh malah dibalikin jual konfirmasi udah nunggu lama butuh barang saya baik,0.0,neutral,1,-0.058408772615158554,-0.008170888127728072
Dimas Guntur Saputra,1,2025-05-25 14:31:52,aplikasinya cacat!,aplikasi cacat,0.0,neutral,1,-0.053665846418672246,0.03395143583165054
Agus Hermawan,5,2025-05-25 14:31:48,tempat belanja yg menguntungkan belanja cukup simpel,tempat belanja yg untung belanja cukup simpel,0.0,neutral,0,-0.07245259323487069,-0.05026190312802497
Niken Larasati,5,2025-05-25 14:30:11,pengiriman cepat harga dan kualitas sesuai,kirim cepat harga kualitas sesuai,0.0,neutral,2,-0.060890865791055286,-0.017183018412318545
Lilik,5,2025-05-25 14:28:34,selalu sesuai orderan dan yang tak kalah penting gratis ongkir,selalu sesuai order yang tak kalah penting gratis ongkir,0.0516,positive,2,-0.03101202507746796,-0.07721575277291934
Nino Nakano (Nino),1,2025-05-25 14:26:30,shoope food makin gak jelas map gak muncul muncul jadi gak tau kurir ada dimana,shoope food makin gak jelas map gak muncul muncul jadi gak tau kurir mana,0.0,neutral,0,-0.04030448526786396,-0.060797874111903516
Nimi Aqil,5,2025-05-25 14:26:03,aplikasi nya sangat bagus,aplikasi nya sangat bagus,0.0,neutral,1,-0.1546391600846976,0.5905136584866795
Muhammad ronan Arjuna,5,2025-05-25 14:25:25,mantap,mantap,0.0,neutral,1,0.9467811005571383,0.036887076522792155
Nur Hayati,5,2025-05-25 14:25:13,barang yang datang selalu sesuai💗,barang datang selalu sesuai,0.0,neutral,2,-0.053201027504189854,0.00327087529902101
Luthfi Rohman,5,2025-05-25 14:25:03,mantap,mantap,0.0,neutral,1,0.9467811005571383,0.036887076522792155
Gua Richard,5,2025-05-25 14:24:56,josss,josss,0.0,neutral,1,-0.02069148905191453,-0.06733700024005435
Dian Yanti,5,2025-05-25 14:24:33,sangat membantu untuk berbelanja,sangat bantu belanja,0.0,neutral,1,-0.1660533867145351,0.2699355347125381
Hasbi Halluid,1,2025-05-25 14:21:54,"aplikatornya terlalu mengambil byk keuntungan dri driver Shoppee,kebyakan ongkirnya terlalu di manipulasi.Ongkir makin ditekan/di kurangi bahkan tidak sesuai dengan jarak tempuhnya.,",aplikatornya terlalu ambil byk untung dri driver shoppeekebyakan ongkirnya terlalu manipulasiongkir makin ditekandi kurang bahkan sesuai jarak tempuh,0.0,neutral,2,-0.03094274845135468,-0.07258607334085279
Technology Ai,1,2025-05-25 14:21:07,ubah akun & KTP aja dipersulit,ubah akun ktp aja sulit,0.0,neutral,1,-0.027619653936672844,-0.09875500032760871
Rizki Ramadhana,5,2025-05-25 14:21:07,tidak banyak kegunaan,banyak guna,0.0,neutral,1,-0.04026596164306173,-0.04921104893743346
Rosmawati,5,2025-05-25 14:19:50,"Saya belanja di Shopee suka banget.. sdh harga nya murah dn bagus barang.. asal pinter milih "" klo mau yg bagus.. penjual nya jg ramah fast respon.. tapi ada juga penjual yg tdk Amanah atau tdk sesuai barang nya.. itu hanya sdkt si.. ada jg penjual yg di komplen mau gnti dng voucher bila barang tdk sesuai atau ada yg rusak.. pokoknya bagus lah.. Shopee.. saran sy untk penjual mohon Amanah sesuai yg di jual.. dn Shopee..lebih teliti dng penjual supaya penjual bertanggung jwb dng jualannya.",belanja shopee suka banget sdh harga nya murah dn bagus barang asal pinter milih klo mau yg bagus jual nya jg ramah fast respon jual yg tdk amanah tdk sesuai barang nya hanya sdkt si ada jg jual yg komplen mau gnti dng voucher bila barang tdk sesuai ada yg rusak pokok bagus lah shopee saran sy untk jual mohon amanah sesuai yg jual dn shopeelebih teliti dng jual jual tanggung jwb dng jual,0.0,neutral,0,-0.07652823165849086,0.09840530663004628
Roozi A,5,2025-05-25 14:18:24,"aplikasi bagus udah lama jadi langganan besar saya di sope tapi belanja pakai playlater saya orang buta huruf kurang paham pakai playlater, cuma yang tahu nya saya belanja cod saja tahu, tidak apa tidak ada gratis ongkir yang penting bisa belanja lagi, cuma akun saya jadi playlater gimana mau belanja lagi .mohon kepada Mimin tingkat lagi shopee biar lebih baik.👍😊",aplikasi bagus udah lama jadi langgan besar di sope belanja pakai playlater orang buta huruf kurang paham pakai playlater cuma tahu nya belanja cod tahu apa ada gratis ongkir penting belanja cuma akun jadi playlater gimana mau belanja mohon mimin tingkat shopee biar lebih baik,0.0516,positive,1,-0.08393117735706673,-0.0013907863876176654
Sukri Ganteng,5,2025-05-25 14:18:17,"tks Shopee,,,,💪💪💪",tks shopee,0.0,neutral,1,-0.04765545516025269,-0.061833857627340845
Nita Fitri,5,2025-05-25 14:18:09,platform belanja paling terpercaya,platform belanja paling percaya,0.0,neutral,1,-0.04907700607801694,-0.06939756923219892
Nazril Vanreza,5,2025-05-25 14:17:50,bagus mantap,bagus mantap,0.0,neutral,1,0.7109889886926697,0.4075977183614334
Tata Suryana,1,2025-05-25 14:17:21,"dasar apk lemot,udh d update masih aja lemot",dasar apk lemotudh d update aja lot,0.0,neutral,1,-0.03284675708605339,-0.08320199670833678
Dewi Dewi,5,2025-05-25 14:16:52,baik boleh lht lht sini sesuai barang variasi,baik lht lht sini sesuai barang variasi,0.0,neutral,2,-0.05081965916502921,-0.04397776173863347
Dudung Pekok,1,2025-05-25 14:16:47,ganggu orang nonton aja,ganggu orang nonton aja,0.0,neutral,1,-0.030797096907046125,-0.0997183568360428
Gatot Ming,3,2025-05-25 14:14:48,"perlu dilakukan penyesuai dlm menjawab pertanyaan customer yg dijawab oleh AI dan perhitungan estimasi di buat mendekati ke akuratan krn dijadikan patokan waktu oleh customer, jd janji voecher bukan hanya janji palsu",perlu laku sesuai dlm jawab tanya customer yg jawab ai hitung estimasi buat dekat akurat krn jadi patok waktu customer jd janji voecher bukan janji palsu,0.0,neutral,0,-0.0375323419755295,-0.05879520292284709
DEWI ROHMAH,5,2025-05-25 14:14:39,good,good,0.4404,positive,1,-0.020691541116262605,-0.0673364076058707
Wadill Wadill,5,2025-05-25 14:14:35,"saya sangat suka dengan apk shopee, karena apa?, yaa karena pengiriman nya yang sangat cepat dan barang nya yang bagus dan mulus and menarikkkk👌",sangat suka apk shopee apa yaa kirim nya sangat cepat barang nya bagus mulus and menarikkkk,0.0,neutral,1,-0.12855835399080667,0.311414634750071
Mardiana Bintu Munawar,5,2025-05-25 14:14:25,apiklah,apik,0.0,neutral,1,-0.020691304935566045,-0.06733596079048135
Jengkol 2mg,5,2025-05-25 14:14:00,mantap jiwaa✌️,mantap jiwaa,0.0,neutral,1,0.5271387700991286,-0.009095795234429119
Risky Yuliana,5,2025-05-25 14:11:19,amanah,amanah,0.0,neutral,1,-0.03560830872868148,-0.018327465870568913
Fahmi Zulian,5,2025-05-25 14:10:09,ok lah,lah,0.0,neutral,1,-0.024421091591562933,-0.07103588751694857
